Symbol,Sector
TDUP,Consumer Discretionary
TDW,Energy
TDY,Industrials
TEAF,Finance
TEAM,Technology
TECH,Health Care
TECK,
TECTP,Finance
TEDU,Consumer Discretionary
TEF,Telecommunications
TEI,Finance
TEKK,Finance
TEKKW,Finance
TEL,Technology
TELA,Health Care
TELL,Energy
TELZ,
TEN,Consumer Discretionary
TENB,Technology
TENX,Health Care
TEO,Telecommunications
TER,Industrials
TERN,Health Care
TESS,Telecommunications
TETC,Industrials
TETE,
TETEU,
TEVA,Health Care
TEX,Industrials
TFC,Finance
TFC^I,
TFC^O,
TFC^R,
TFFP,Consumer Discretionary
TFII,
TFSA,
TFSL,Finance
TFX,Health Care
TG,Industrials
TGA,
TGAA,
TGAAU,
TGAN,Technology
TGB,
TGH,Consumer Discretionary
TGH^A,
TGH^B,
TGI,Industrials
TGLS,Industrials
TGNA,Industrials
TGR,Industrials
TGS,Utilities
TGT,Consumer Discretionary
TGTX,Health Care
TGVC,Industrials
TH,Consumer Discretionary
THAC,
THACW,
THC,Health Care
THCA,Industrials
THCAW,Industrials
THCP,Industrials
THCPU,Industrials
THFF,Finance
THG,Finance
THM,
THMO,Industrials
THO,Industrials
THQ,Finance
THR,Consumer Discretionary
THRM,Consumer Discretionary
THRN,Consumer Staples
THRX,Health Care
THRY,Industrials
THS,Consumer Staples
THTX,
THW,Finance
THWWW,Consumer Discretionary
TIG,
TIGO,Telecommunications
TIGR,Finance
TIL,Health Care
TILE,
TIMB,Telecommunications
TINV,Finance
TIOA,Finance
TIPT,Finance
TIRX,Finance
TISI,
TITN,
TIVC,Health Care
TIXT,
TJX,Consumer Discretionary
TK,Consumer Discretionary
TKAT,Consumer Discretionary
TKC,Telecommunications
TKLF,
TKNO,Consumer Discretionary
TKR,Industrials
TLGA,Industrials
TLGY,
TLIS,Health Care
TLK,Telecommunications
TLRY,Health Care
TLS,Technology
TLSA,Health Care
TLYS,
TM,Consumer Discretionary
TMAC,Industrials
TMBR,Consumer Discretionary
TMC,
TMCI,Health Care
TMCWW,
TMDI,
TMDX,Health Care
TME,Consumer Discretionary
TMHC,Consumer Discretionary
TMKR,Industrials
TMKRU,Industrials
TMKRW,Industrials
TMO,Industrials
TMP,Finance
TMPM,Finance
TMPMU,Finance
TMPMW,Finance
TMQ,
TMST,Industrials
TMUS,Telecommunications
TMX,Consumer Discretionary
TNC,Industrials
TNDM,Health Care
TNET,Consumer Discretionary
TNGX,Health Care
TNK,Consumer Discretionary
TNL,Consumer Discretionary
TNON,Health Care
TNP,Consumer Discretionary
TNP^D,
TNP^E,
TNP^F,
TNXP,Health Care
TNYA,Consumer Discretionary
TOAC,
TOI,Health Care
TOIIW,Health Care
TOL,Consumer Discretionary
TOMZ,
TOP,
TOPS,Consumer Discretionary
TOST,Technology
TOUR,
TOWN,Finance
TPB,Consumer Discretionary
TPBAU,
TPC,Industrials
TPG,Finance
TPGY,Finance
TPH,Consumer Discretionary
TPHS,Real Estate
TPIC,Technology
TPL,Energy
TPR,Consumer Discretionary
TPST,Health Care
TPTA,
TPTX,Health Care
TPVG,Finance
TPX,Consumer Discretionary
TPZ,Finance
TR,Consumer Staples
TRAQ,
TRC,Finance
TRDA,Health Care
TREE,Finance
TREX,
TRGP,Utilities
TRHC,Health Care
TRI,
TRIB,Health Care
TRIN,Finance
TRIP,Communication Services
TRIS,
TRKA,Consumer Discretionary
TRKAW,Consumer Discretionary
TRMB,Industrials
TRMD,Consumer Discretionary
TRMK,Finance
TRMR,
TRN,Industrials
TRNO,Real Estate
TRNS,Technology
TRON,Finance
TRONU,
TROO,Consumer Staples
TROW,Finance
TROX,Industrials
TRP,
TRQ,
TRS,Technology
TRST,Finance
TRT,Technology
TRTL,
TRTN,Consumer Discretionary
TRTN^A,
TRTN^B,
TRTN^C,
TRTN^D,
TRTN^E,
TRTX,Real Estate
TRTX^C,
TRU,Finance
TRUE,Technology
TRUP,Health Care
TRV,Finance
TRVG,Technology
TRVI,Health Care
TRVN,Health Care
TRX,
TS,Industrials
TSAT,Industrials
TSBK,Finance
TSCO,Consumer Discretionary
TSE,Industrials
TSEM,Technology
TSHA,Health Care
TSI,Finance
TSIB,Industrials
TSIBU,Industrials
TSIBW,Industrials
TSLA,Consumer Discretionary
TSLX,Finance
TSM,Technology
TSN,Consumer Staples
TSP,Industrials
TSPQ,Industrials
TSQ,Consumer Discretionary
TSRI,Technology
TSVT,Health Care
TT,Industrials
TTC,Consumer Discretionary
TTCF,Consumer Staples
TTD,Technology
TTE,Energy
TTEC,Technology
TTEK,Consumer Discretionary
TTGT,Technology
TTI,Energy
TTM,Consumer Discretionary
TTMI,Technology
TTNP,Health Care
TTOO,Health Care
TTP,Finance
TTSH,Consumer Discretionary
TTWO,Technology
TU,
TUEM,Miscellaneous
TUFN,Technology
TUP,Industrials
TURN,Finance
TUSK,Industrials
TUYA,Technology
TV,Industrials
TVC,Utilities
TVE,Utilities
TVTX,Health Care
TW,Finance
TWCB,Industrials
TWCBU,Industrials
TWCBW,Industrials
TWI,Industrials
TWIN,Industrials
TWKS,Technology
TWLO,Industrials
TWLV,Industrials
TWLVU,Industrials
TWN,Finance
TWND,Industrials
TWNI,Finance
TWNK,Consumer Staples
TWO,Real Estate
TWO^A,
TWO^B,
TWO^C,
TWOA,Real Estate
TWOU,Consumer Discretionary
TWST,Health Care
TWTR,Technology
TX,Industrials
TXG,Health Care
TXMD,Health Care
TXN,Technology
TXRH,Consumer Discretionary
TXT,Industrials
TY,Finance
TY^,
TYDE,
TYG,Finance
TYL,Technology
TYME,Health Care
TYRA,Health Care
TZOO,Consumer Discretionary
TZPS,Finance
TZPSU,Finance
TZPSW,Finance
U,Technology
UA,Consumer Discretionary
UAA,Consumer Discretionary
UAL,Consumer Discretionary
UAMY,
UAN,Industrials
UAVS,Industrials
UBA,Real Estate
UBCP,Finance
UBER,Technology
UBFO,Finance
UBOH,Finance
UBP,Real Estate
UBP^H,
UBP^K,
UBS,Finance
UBSI,Finance
UBX,Consumer Discretionary
UCBI,Finance
UCBIO,Finance
UCL,Consumer Discretionary
UCTT,Technology
UDMY,
UDR,Real Estate
UE,Real Estate
UEC,Basic Materials
UEIC,Consumer Staples
UFAB,Consumer Discretionary
UFCS,Finance
UFI,
UFPI,Basic Materials
UFPT,Health Care
UG,Consumer Discretionary
UGI,Utilities
UGIC,Utilities
UGP,Energy
UGRO,Industrials
UHAL,Consumer Discretionary
UHS,Health Care
UHT,Real Estate
UI,Technology
UIHC,Finance
UIS,Technology
UK,Consumer Discretionary
UKOMW,Consumer Discretionary
UL,Consumer Staples
ULBI,Technology
ULCC,Consumer Discretionary
ULH,Industrials
ULTA,Consumer Discretionary
UMBF,Finance
UMC,Technology
UMH,Real Estate
UMH^C,
UMH^D,
UMPQ,Finance
UNAM,Finance
UNB,Finance
UNCY,Health Care
UNF,Consumer Discretionary
UNFI,Consumer Discretionary
UNH,Health Care
UNIT,Real Estate
UNM,Finance
UNMA,Finance
UNP,Industrials
UNTY,Finance
UNVR,Industrials
UONE,Consumer Discretionary
UONEK,Consumer Discretionary
UP,Consumer Discretionary
UPC,Health Care
UPH,Technology
UPLD,Technology
UPS,Consumer Discretionary
UPST,Finance
UPTDU,Industrials
UPTDW,Industrials
UPWK,
URBN,Consumer Discretionary
URG,
URGN,Health Care
URI,Consumer Discretionary
UROY,
USA,Finance
USAC,Energy
USAK,Industrials
USAP,Industrials
USAS,
USAU,Basic Materials
USB,Finance
USB^A,
USB^H,
USB^P,
USB^Q,
USB^R,
USB^S,
USCB,Finance
USCT,
USCTW,
USDP,Industrials
USEA,
USEG,Energy
USER,Technology
USFD,Consumer Discretionary
USIO,Technology
USLM,Industrials
USM,Telecommunications
USNA,
USPH,Health Care
USWS,Industrials
USWSW,Industrials
USX,Industrials
UTAA,
UTAAW,
UTF,Finance
UTG,Finance
UTHR,Health Care
UTI,
UTL,Utilities
UTMD,Health Care
UTME,Technology
UTRS,Technology
UTSI,Telecommunications
UTZ,Consumer Staples
UUU,Technology
UUUU,
UVE,Finance
UVSP,Finance
UVV,Consumer Staples
UWMC,Finance
UXIN,Consumer Discretionary
UZD,Telecommunications
UZE,Telecommunications
UZF,Telecommunications
V,Consumer Discretionary
VABK,Finance
VAC,Consumer Discretionary
VACC,
VAL,Energy
VALE,Basic Materials
VALN,
VALU,Finance
VAPO,Health Care
VAQC,Finance
VATE,Consumer Discretionary
VAXX,Health Care
VBF,Finance
VBFC,Finance
VBIV,
VBLT,Health Care
VBNK,
VBOC,Industrials
VBTX,Finance
VC,Consumer Discretionary
VCEL,Health Care
VCIF,Finance
VCKA,Health Care
VCKAU,Health Care
VCKAW,Health Care
VCNX,Health Care
VCSA,Technology
VCTR,Finance
VCV,Finance
VCXA,
VCXAU,
VCXAW,
VCXB,
VCYT,Health Care
VECO,Technology
VECT,Health Care
VEDU,
VEEE,Consumer Discretionary
VEEV,Health Care
VEL,Finance
VELO,Industrials
VELOU,Industrials
VELOW,Industrials
VENA,Finance
VENAR,Technology
VEON,Telecommunications
VERA,Health Care
VERB,Technology
VERBW,Technology
VERI,Technology
VERO,Health Care
VERU,Health Care
VERV,Consumer Discretionary
VERX,Technology
VERY,Finance
VET,
VEV,Industrials
VFC,Consumer Discretionary
VFF,
VFL,Finance
VG,Telecommunications
VGFC,Basic Materials
VGI,Finance
VGM,Finance
VGR,Consumer Discretionary
VGZ,
VHAQ,Industrials
VHC,Miscellaneous
VHI,Industrials
VHNA,
VHNAW,
VIA,Utilities
VIAO,Technology
VIASP,Utilities
VIAV,Technology
VICI,Real Estate
VICR,Technology
VIEW,
VIEWW,
VIGL,Health Care
VII,Industrials
VIIAU,Industrials
VIIAW,Industrials
VINC,Health Care
VINE,Consumer Staples
VINO,Finance
VINP,Finance
VIOT,Consumer Discretionary
VIPS,Consumer Discretionary
VIR,Health Care
VIRC,Consumer Discretionary
VIRI,Health Care
VIRT,Finance
VIRX,Health Care
VISL,Telecommunications
VIST,Energy
VITL,Consumer Staples
VIV,Telecommunications
VIVE,Health Care
VIVK,Energy
VIVO,Health Care
VJET,Industrials
VKI,Finance
VKQ,Finance
VKTX,Health Care
VLAT,Finance
VLATU,Finance
VLATW,Finance
VLCN,
VLD,Industrials
VLDR,Industrials
VLDRW,Industrials
VLGEA,Consumer Staples
VLN,
VLNS,
VLO,Energy
VLON,Consumer Discretionary
VLRS,Consumer Discretionary
VLT,Finance
VLTA,Consumer Discretionary
VLY,Finance
VLYPO,Finance
VLYPP,Finance
VMAR,
VMC,Basic Materials
VMCA,
VMCAU,
VMCAW,
VMD,
VMEO,Technology
VMGA,Industrials
VMGAU,Industrials
VMGAW,Industrials
VMI,Industrials
VMO,Finance
VMW,Technology
VNCE,
VNDA,Health Care
VNET,Technology
VNO,Real Estate
VNO^L,
VNO^M,
VNO^N,
VNO^O,
VNOM,Energy
VNRX,Health Care
VNT,Industrials
VNTR,Industrials
VOC,Energy
VOD,Telecommunications
VOR,Health Care
VORB,
VORBW,
VOXX,Consumer Staples
VOYA,Finance
VOYA^B,
VPCB,Finance
VPCBW,Finance
VPG,Industrials
VPV,Finance
VQS,
VRA,Consumer Discretionary
VRAR,Technology
VRAY,Health Care
VRCA,Health Care
VRDN,Health Care
VRE,Real Estate
VREX,Health Care
VRM,Consumer Discretionary
VRME,Technology
VRMEW,Technology
VRNA,Health Care
VRNS,Technology
VRNT,Technology
VRPX,Consumer Discretionary
VRRM,Consumer Discretionary
VRSK,Consumer Discretionary
VRSN,Technology
VRT,Consumer Discretionary
VRTS,Finance
VRTV,Industrials
VRTX,Health Care
VS,
VSAC,Industrials
VSACW,Industrials
VSAT,Technology
VSCO,
VSEC,
VSH,Technology
VSSYW,
VST,Utilities
VSTA,Real Estate
VSTM,Health Care
VSTO,Consumer Discretionary
VTAQ,Industrials
VTAQR,Finance
VTAQW,Industrials
VTEX,
VTGN,Health Care
VTIQ,Industrials
VTIQU,Industrials
VTIQW,Industrials
VTN,Finance
VTNR,Energy
VTOL,Industrials
VTR,Real Estate
VTRS,Consumer Discretionary
VTRU,Real Estate
VTSI,Industrials
VTVT,Health Care
VTYX,Consumer Discretionary
VUZI,Technology
VVI,Consumer Discretionary
VVNT,Technology
VVOS,Health Care
VVPR,Industrials
VVR,Finance
VVV,Industrials
VVX,
VWE,Consumer Staples
VWEWW,Consumer Staples
VXRT,Health Care
VYGG,Finance
VYGR,Health Care
VYNE,Health Care
VYNT,Health Care
VZ,Telecommunications
VZIO,Consumer Staples
VZLA,
W,Consumer Discretionary
WAB,Industrials
WABC,Finance
WAFD,Finance
WAFDP,Finance
WAFU,Real Estate
WAL,Finance
WAL^A,
WALD,Consumer Discretionary
WALDU,Finance
WALDW,Consumer Discretionary
WARR,Industrials
WASH,Finance
WAT,Health Care
WATT,Industrials
WAVC,
WAVD,Technology
WAVE,
WAVS,Industrials
WAVSW,Industrials
WB,Technology
WBA,Consumer Staples
WBD,Telecommunications
WBEV,Consumer Staples
WBS,Finance
WBS^F,
WBS^G,
WBT,Industrials
WBX,
WCC,Consumer Discretionary
WCC^A,
WCN,Utilities
WD,Finance
WDAY,Technology
WDC,Technology
WDFC,Industrials
WDH,
WDI,Finance
WDS,Energy
WE,Real Estate
WEA,Finance
WEAV,Technology
WEBR,Consumer Discretionary
WEC,Utilities
WEJO,
WEJOW,
WEL,
WELL,Real Estate
WEN,Consumer Discretionary
WERN,Industrials
WES,Energy
WETF,Finance
WEX,Technology
WEYS,Consumer Discretionary
WF,Finance
WFC,Finance
WFC^A,
WFC^C,
WFC^D,
WFC^L,
WFC^Q,
WFC^R,
WFC^Y,
WFC^Z,
WFCF,Technology
WFG,
WFRD,Industrials
WGO,Industrials
WH,Consumer Discretionary
WHD,Industrials
WHF,Finance
WHG,
WHLM,Consumer Discretionary
WHLR,Real Estate
WHLRD,Real Estate
WHLRL,
WHLRP,Real Estate
WHR,Consumer Discretionary
WIA,Finance
WILC,Consumer Discretionary
WIMI,Technology
WINA,Consumer Discretionary
WING,Consumer Discretionary
WINT,Health Care
WINV,Industrials
WINVR,
WIRE,Industrials
WISA,Technology
WISH,Consumer Discretionary
WIT,Technology
WIW,Finance
WIX,Technology
WK,Technology
WKEY,Technology
WKHS,Consumer Discretionary
WKME,
WKSP,Consumer Discretionary
WKSPW,Consumer Discretionary
WLDN,Consumer Discretionary
WLFC,Industrials
WLK,Industrials
WLKP,Industrials
WLMS,Industrials
WLY,Consumer Discretionary
WLYB,Consumer Discretionary
WM,Utilities
WMB,Utilities
WMC,Real Estate
WMG,Consumer Discretionary
WMK,Consumer Staples
WMPN,Finance
WMS,Industrials
WMT,Consumer Discretionary
WNC,Industrials
WNEB,Finance
WNNR,
WNS,Consumer Discretionary
WNW,Consumer Discretionary
WOLF,Technology
WOOF,Miscellaneous
WOR,Consumer Discretionary
WORX,Health Care
WOW,Consumer Discretionary
WPC,Real Estate
WPCA,
WPCB,
WPM,
WPP,Consumer Discretionary
WPRT,Consumer Discretionary
WQGA,
WRAC,Industrials
WRAP,Industrials
WRB,Finance
WRB^E,
WRB^F,
WRB^G,
WRB^H,
WRBY,Health Care
WRE,Real Estate
WRK,Basic Materials
WRLD,Finance
WRN,
WSBC,Finance
WSBCP,Finance
WSBF,Finance
WSC,Consumer Discretionary
WSFS,Finance
WSM,Consumer Discretionary
WSO,Consumer Discretionary
WSO/B,
WSR,Real Estate
WST,Health Care
WSTG,Technology
WTBA,Finance
WTER,Consumer Staples
WTFC,Finance
WTFCM,Finance
WTFCP,Finance
WTI,Energy
WTM,Finance
WTMA,Industrials
WTMAR,
WTMAU,Industrials
WTRG,Utilities
WTRH,Technology
WTS,Industrials
WTT,Telecommunications
WTTR,Energy
WTW,Finance
WU,Consumer Discretionary
WULF,Finance
WVE,Health Care
WVVI,Consumer Staples
WVVIP,Consumer Staples
WW,Consumer Discretionary
WWAC,
WWACU,
WWACW,
WWD,Industrials
WWE,Consumer Discretionary
WWR,Basic Materials
WWW,Consumer Discretionary
WY,Real Estate
WYNN,Consumer Discretionary
WYY,Technology
X,Industrials
XAIR,Technology
XBIO,Health Care
XBIT,
XCUR,Health Care
XEL,Utilities
XELA,Technology
XELAP,Technology
XELB,Consumer Discretionary
XENE,
XERS,Health Care
XFIN,Industrials
XFINW,Industrials
XFLT,Finance
XFLT^A,
XFOR,Health Care
XGN,Health Care
XHR,Real Estate
XIN,Consumer Discretionary
XL,Consumer Discretionary
XLO,Health Care
XM,Technology
XMTR,Technology
XNCR,Health Care
XNET,Technology
XOM,Energy
XOMA,Health Care
XOMAO,Health Care
XOMAP,Health Care
XOS,Consumer Discretionary
XOSWW,Consumer Discretionary
XP,Finance
XPAX,
XPDB,Industrials
XPDBU,Industrials
XPDBW,Industrials
XPEL,Consumer Discretionary
XPER,Technology
XPEV,Consumer Discretionary
XPL,Basic Materials
XPO,Consumer Discretionary
XPOA,Industrials
XPOF,Consumer Discretionary
XPON,Technology
XPRO,Energy
XRAY,Health Care
XRTX,
XRX,Technology
XSPA,Consumer Discretionary
XTLB,Health Care
XTNT,Health Care
XXII,
XYF,Finance
XYL,Industrials
Y,Finance
YALA,Technology
YCBD,Health Care
YCBD^A,
YELL,Industrials
YELP,Technology
YETI,Consumer Discretionary
YEXT,Technology
YGMZ,Consumer Discretionary
YI,Consumer Staples
YJ,Consumer Discretionary
YMAB,Health Care
YMM,
YMTX,Health Care
YORW,Utilities
YOTA,Industrials
YOTAW,Industrials
YOU,Technology
YPF,Energy
YQ,Real Estate
YRD,Technology
YSG,Consumer Discretionary
YTEN,
YTPG,Finance
YTRA,Industrials
YUM,Consumer Discretionary
YUMC,Consumer Discretionary
YVR,
YY,Technology
Z,Consumer Discretionary
ZBH,Health Care
ZBRA,Technology
ZCMD,Real Estate
ZD,Consumer Discretionary
ZDGE,Technology
ZEAL,Health Care
ZEN,Technology
ZENV,
ZEPP,Technology
ZEST,Energy
ZETA,Technology
ZEUS,Industrials
ZEV,Industrials
ZG,Consumer Discretionary
ZGN,
ZH,Consumer Discretionary
ZI,Technology
ZIM,Consumer Discretionary
ZIMV,Health Care
ZING,Industrials
ZINGU,Industrials
ZINGW,Industrials
ZION,Finance
ZIONL,Finance
ZIONO,Finance
ZIONP,Finance
ZIP,Consumer Discretionary
ZIVO,Health Care
ZIVOW,Health Care
ZKIN,Industrials
ZLAB,Health Care
ZM,Technology
ZNH,Consumer Discretionary
ZNTL,Consumer Discretionary
ZOM,
ZS,Technology
ZT,Industrials
ZTAQW,Industrials
ZTEK,
ZTO,Consumer Discretionary
ZTR,Finance
ZTS,Health Care
ZUMZ,
ZUO,Technology
ZVIA,Consumer Staples
ZVO,Consumer Discretionary
ZWRK,Industrials
ZWRKU,Industrials
ZWRKW,Industrials
ZWS,Utilities
ZY,Industrials
ZYME,
ZYNE,Health Care
ZYXI,Health Care
AET,Utilities
FB,Technology
ANTM,Basic Materials
SNI,Communication Services
